用户昵称,分类,评价日期,评论
t***0,黑色,07.28,这风扇很好用，方便，实惠。    07.28
枫***寒,黑色,07.27,比实体店便宜100多，关键是用起来也非常好，声音很小，风里爆炸足，服务也很好，好评！    07.27
m***2,黑色,07.29,风力比较大。吹的范围宽。很结实，看起高大上    07.29
t***1,黑色,07.25,美的大牌子，风扇非常静音，比在当地大润发便宜很多，而且客服非常好，售后服务有保证，推荐购买。    07.25
刘***0,黑色,07.24,风扇很好用，实惠，直的购买    07.24
蓝***乡,黑色,07.18,宝贝收到了，安装方便，“小笙“客服很不错， 机器非常不错，很值得购买！            07.18
青***笨,黑色,07.22,收到货，安装成功后，使用效果良好，物有所值，客服服务态度好        07.22
陶***5,黑色,07.29,宝贝非常好，很凉快，质量有保障，    07.29
t***4,黑色,07.25,风扇收到了，快递很快，客服服务态度非常好，风扇声音特别小，比实体店便宜多了        07.25
n***6,黑色,07.25,很好用，风力很大，给妈妈买的，美的牌子值得信任    07.25解释：首先谢谢您的支持与肯定，如果在使用的过程中有需要我们帮助的地方，随时联系我们的在线客服。您的满意就是对我们的强大鼓舞，我们会做的更好，欢迎您再来！
少***y,黑色,07.25,宝贝收到了 非常喜欢 下次买电器还选他们家    07.25
w***6,黑色,07.26,特地用了两天，之前的电风扇也是美的的，这个功能多，还带遥控，很方便，关键风大，还不错    07.26
郑***w,黑色,07.27,电风扇到了，风力大，声音小，值得拥有。    07.27
h***2,黑色,07.29,给爸妈买的 老人家不舍得开空调   宝贝收到老爸很喜欢好评    07.29
z***8,黑色,07.22,用了几天再来评价，风扇很不错，感觉应该是正品，很稳重，智能按钮开关很灵敏，这个价钱能买到这么好的东西，很不错的一次购物。    07.22
y***3,黑色,07.18,  初次评价: 07.18此用户没有填写评论!      收货21天后追加： 非常好用，看着也漂亮，风也非常凉    
t***7,黑色,07.28,东西还行.下次需要还来你家.合作愉快！    07.28
7***阳,黑色,07.22,电风扇上档次，喜欢下次到你家再买        07.22
李***8,黑色,07.21,风扇收到非常好看，鸭梨“客服很不错， 机器非常不错                        07.21
t***3,黑色,07.25,宝贝收到有几天了，试用了才来评价，非常好用，很满意，给五星    07.25解释：曾经您一个不经意的搜索，成就了咱们的缘分，淘宝世界里最开心的事情莫过于此； 如果老天给美的多一点缘分，美的一定加倍珍惜，用最好的服务回馈大家，如果一定要给缘分加一个期限，美的希望是永远永远。。。 非常感谢您对Midea的信任与支持，因为有你，我会做得更好！您值得拥有！
b***1,黑色,07.29,东西物美价廉，今年入手两架了，遥控的方便    07.29
泪***酒,黑色,07.20,风扇很好，不冷不热的时候扇一扇，安装也方便        07.20
j***8,黑色,07.19,物流特别快，质量特别好，非常让人满意，下次再来购买            07.19
p***a,黑色,07.25,到了就自己安装上了，简单方便效果挺满意的，    07.25
t***3,黑色,07.27,很好，        07.27
梁***允,黑色,07.19,买了第三把了……风很大很凉！性价比很高的一款风扇        07.19
q***6,黑色,07.24,轻巧，便捷，声音小，遥控方便    07.24
芝***芽,黑色,07.27,风扇不错，功能齐全，风力很大能静音，喜欢美的，需要还会购买。    07.27
暮***心,黑色,07.26,风扇质量不错，三档风力大，不过噪音也大，份量也挺重的            07.26
t***8,黑色,07.26,风扇很好，实物与图片、描述相符，开心的一次购物。好评！    07.26
w***7,黑色,07.21,  初次评价: 07.21此用户没有填写评论!      收货20天后追加： 很好，风扇风很大，也比较静音！最重要是物美价廉！下次还会再来    
c***瑛,黑色,07.17,好用风大，挺划算的，声音也不是很大，开静音声音更小，        07.17
j***n,黑色,07.24,实在不好意思，买来送人的，就忘记评价了，效果很好，不错的电扇，又便宜，发货很快。    07.24
t***5,黑色,07.24,质量不错！美观大方，很好用。好评！    07.24
狂***5,黑色,07.24,感觉很好，美的服务一直不错，空调洗衣机热水器什么的都是美的的    07.24
鱼***7,黑色,07.26,去年买了一台，感觉美的的确不错，噪音小，风力大，而且还是遥控控制。今年新房又买了一台，客服小贤很贴心，5分评价                07.26
兴***8,黑色,07.19,声音有点大，其他还满意，五星好评！！        07.19
黄***温,黑色,07.29,电风扇质量是真的好，远程遥控很方便。    07.29
t***1,黑色,07.20,物超所值    07.20
2***a,黑色,07.26,快递到了，打开装好，试了一下还挺好的，很满意的一次购物    07.26
i***1,黑色,07.25,"这次帮同事买的，去年自己也买过，质量很好    07.25解释：超级好的买家,感谢淘宝让我们有认识的机会;我们会信守承诺,先做人,后做事.交易虽然结束,服务才刚开始! 我们会用100%的诚心+100%的服务换取您200%的满意. 愿意用我认真的态度以及工作经验与大家分享!  祝您使用愉快哦！"
t***5,黑色,07.21,宝贝收到外观大方，质量很好，价格实惠，，风好大还有遥控，非常好的一次购物。    07.21
p***2,黑色,07.19,去年买了这个电扇，很好，很静音，风也柔和，今年又来买一台，放在自己家用。黑色很高档。    07.19
t***9,黑色,07.27,质量很好，比实体店便宜多了，而且重量都还要重很多，非常满意    07.27
l***7,黑色,07.25,还行，有遥控很方便，风吹的也挺舒服的    07.25
t***3,黑色,07.18,大品牌值得信赖，质量好，风力大，声音非常小，快递特别给力            07.18
你***8,黑色,07.24,目前使用感觉还不错 ，遥控器使用起来更方便。。后期用了再追加    07.24
章***8,黑色,07.25,颜值好，实用方便，满意度高    07.25
花***长,黑色,07.24,家里前前后后一共买了3个电风扇～ 去年的和今年的略微在底座有一点点差异～ 自己组装起来相对来说还是方便的～ 可以调节风速 定时…… 遥控器也很方便～就是有时有点不灵敏～ 总体来说还是可以的～                        07.24
春***a,黑色,07.29,风扇用着很好，很喜欢，家里用的电器基本上都是美的的，很喜欢这款风扇给五星好评    07.29
肖***紫,黑色,07.25,"东西不错，之前买过所以才再次购    07.25解释：\""总是担心我们做得不够好... 怕我们的回复不够详细，您没有很清楚... 又担心物流的速度不够快，您没有及时收到... 又或者怕我们的包装不够仔细不够结实…… 但是在大部分时间里我们都在全心全意的努力... 希望您收到包裹的时候能露出满意和开心的微笑... 谢谢您的光临伴随和鞭策着我们的成长... 真的很谢谢 \"""
宋***7,黑色,07.26,我这是第二次购买了，黑色的好看大气质量好，比实体店便宜多了，还带遥控和静音，太实惠了，请大家放心购买吧！    07.26
风***1,黑色,07.25,买来给办公室用得，真的很静音，风力也大，大品牌果然不一样嗷，另外客服小贤服务超级好，点个赞！    07.25解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
非***9,黑色,07.24,美的品牌值得信赖，噪音小，风力大，遥控操作很方便，满意。    07.24
t***2,黑色,07.29,宝贝收到了. 挺好的. 颜色好看. 声音超轻. 很满意.    07.29
f***n,黑色,07.27,活动买的，价格合适，用着不错，好评。    07.27
t***色,黑色,07.22,物流很快，第二天就收到了，风扇外观大气，风力强劲，蛮好的        07.22
我***2,黑色,07.20,物流很快，电风扇美观，比实体店便宜不少，值得购买！            07.20
z***咪,黑色,07.20,老妈满意就好        07.20
l***7,黑色,07.28,风速很快，东西质量很好    07.28
